global_timestep,episode_index,episode_step,reward,terminated,truncated,paddle_pos_x,paddle_pos_y,target_pos_x,target_pos_y,paddle_vel_x,paddle_vel_y,paddle_acc_x,paddle_acc_y,puck_pos_x,puck_pos_y,puck_vel_x,puck_vel_y,puck_acc_x,puck_acc_y,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,action_0,action_1
0,0,0,-1.0098019860684873,False,False,0.7201794385910034,-0.009801986627280712,0.6873070001602173,-0.09640534967184067,-0.07441165298223495,-0.19603972136974335,0.0,0.0,-0.8773212432861328,0.17897391319274902,1.0632933378219604,0.0,0.0,0.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.0365930013358593,-0.09640534967184067
1,0,1,-1.0196091764419593,False,False,0.7120293378829956,-0.008911671116948128,0.6326591968536377,0.11865870654582977,-0.16300223767757416,0.01780630089342594,-1.4882330894470215,-3.9207944869995117,-0.8242669105529785,0.17897391319274902,1.0610860586166382,0.0,-0.04414558410644531,0.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,0.7239000201225281,0.0,0.0,0.7201794385910034,-0.009801986627280712,0.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.800000011920929,0.0,1.0,-0.9552000164985657,0.17897391319274902,0.0,-0.8773212432861328,0.17897391319274902,0.0,-0.08752026408910751,0.12846069037914276
2,0,2,-1.0039547276948526,False,False,0.6950685977935791,-0.0051123532466590405,0.5431984663009644,0.039123743772506714,-0.33921536803245544,0.0759863555431366,-1.7718117237091064,4.276920318603516,-0.7713202238082886,0.17897391319274902,1.0589338541030884,0.0,-0.043044090270996094,0.0,-0.800000011920929,0.0,1.0,0.7239000201225281,0.0,0.0,0.7201794385910034,-0.009801986627280712,0.0,0.7201794385910034,-0.009801986627280712,0.0,0.7120293378829956,-0.008911671116948128,0.0,-0.800000011920929,0.0,1.0,-0.9552000164985657,0.17897391319274902,0.0,-0.8773212432861328,0.17897391319274902,0.0,-0.8773212432861328,0.17897391319274902,0.0,-0.8242669105529785,0.17897391319274902,0.0,-0.16883090138435364,0.04803541302680969
3,0,3,-1.0113878621814218,False,False,0.6732901334762573,0.0055819847621023655,0.4997188448905945,0.1661747694015503,-0.4355698227882385,0.21388675272464752,-3.5242626667022705,1.163601040840149,-0.7184784412384033,0.17897391319274902,1.0568355321884155,0.0,-0.04196643829345703,0.0,0.7201794385910034,-0.009801986627280712,0.0,0.7201794385910034,-0.009801986627280712,0.0,0.7120293378829956,-0.008911671116948128,0.0,0.7120293378829956,-0.008911671116948128,0.0,0.6950685977935791,-0.0051123532466590405,0.0,-0.8773212432861328,0.17897391319274902,0.0,-0.8773212432861328,0.17897391319274902,0.0,-0.8242669105529785,0.17897391319274902,0.0,-0.8242669105529785,0.17897391319274902,0.0,-0.7713202238082886,0.17897391319274902,0.0,-0.19534973800182343,0.17128711938858032
4,0,4,-1.011699973223088,False,False,0.6446080803871155,0.01721891202032566,0.48979151248931885,0.06201326102018356,-0.5736411213874817,0.23273855447769165,-1.9270890951156616,2.7580080032348633,-0.6657389402389526,0.17897391319274902,1.054789662361145,0.0,-0.040917396545410156,0.0,0.7120293378829956,-0.008911671116948128,0.0,0.7120293378829956,-0.008911671116948128,0.0,0.6950685977935791,-0.0051123532466590405,0.0,0.6950685977935791,-0.0051123532466590405,0.0,0.6732901334762573,0.0055819847621023655,0.0,-0.8242669105529785,0.17897391319274902,0.0,-0.8242669105529785,0.17897391319274902,0.0,-0.7713202238082886,0.17897391319274902,0.0,-0.7713202238082886,0.17897391319274902,0.0,-0.7184784412384033,0.17897391319274902,0.0,-0.18349862098693848,0.056431274861097336
5,0,5,-1.010801306315736,False,False,0.6097756624221802,0.027925167232751846,0.46456801891326904,0.0500563383102417,-0.6966477632522583,0.21412509679794312,-2.7614259719848633,0.37703603506088257,-0.613099217414856,0.17897391319274902,1.0527949333190918,0.0,-0.03989458084106445,0.0,0.6950685977935791,-0.0051123532466590405,0.0,0.6950685977935791,-0.0051123532466590405,0.0,0.6732901334762573,0.0055819847621023655,0.0,0.6732901334762573,0.0055819847621023655,0.0,0.6446080803871155,0.01721891202032566,0.0,-0.7713202238082886,0.17897391319274902,0.0,-0.7713202238082886,0.17897391319274902,0.0,-0.7184784412384033,0.17897391319274902,0.0,-0.7184784412384033,0.17897391319274902,0.0,-0.6657389402389526,0.17897391319274902,0.0,-0.18004004657268524,0.03283742442727089
6,0,6,-1.018093402353327,False,False,0.5742476582527161,0.04567820578813553,0.45919525623321533,0.16759498417377472,-0.7105602622032166,0.35506072640419006,-2.4601328372955322,-0.3722691535949707,-0.5605567097663879,0.17897391319274902,1.0508500337600708,0.0,-0.03889799118041992,0.0,0.6732901334762573,0.0055819847621023655,0.0,0.6732901334762573,0.0055819847621023655,0.0,0.6446080803871155,0.01721891202032566,0.0,0.6446080803871155,0.01721891202032566,0.0,0.6097756624221802,0.027925167232751846,0.0,-0.7184784412384033,0.17897391319274902,0.0,-0.7184784412384033,0.17897391319274902,0.0,-0.6657389402389526,0.17897391319274902,0.0,-0.6657389402389526,0.17897391319274902,0.0,-0.613099217414856,0.17897391319274902,0.0,-0.15058039128780365,0.13966982066631317
7,0,7,-1.014734670897219,False,False,0.537457287311554,0.0603235624730587,0.4403209686279297,0.07694247364997864,-0.7358079552650452,0.29290711879730225,-0.27824997901916504,2.8187127113342285,-0.5081090331077576,0.17897391319274902,1.0489537715911865,0.0,-0.03792524337768555,0.0,0.6446080803871155,0.01721891202032566,0.0,0.6446080803871155,0.01721891202032566,0.0,0.6097756624221802,0.027925167232751846,0.0,0.6097756624221802,0.027925167232751846,0.0,0.5742476582527161,0.04567820578813553,0.0,-0.6657389402389526,0.17897391319274902,0.0,-0.6657389402389526,0.17897391319274902,0.0,-0.613099217414856,0.17897391319274902,0.0,-0.613099217414856,0.17897391319274902,0.0,-0.5605567097663879,0.17897391319274902,0.0,-0.13392670452594757,0.03126426413655281
8,0,8,-1.119914509600203,False,False,0.5053000450134277,0.07988730818033218,0.45543137192726135,0.1574791520833969,-0.6431450843811035,0.39127495884895325,-0.5049538612365723,-1.2430721521377563,-0.45575377345085144,0.17897391319274902,1.0471049547195435,0.0,-0.03697633743286133,0.0,0.6097756624221802,0.027925167232751846,0.0,0.6097756624221802,0.027925167232751846,0.0,0.5742476582527161,0.04567820578813553,0.0,0.5742476582527161,0.04567820578813553,0.0,0.537457287311554,0.0603235624730587,0.0,-0.613099217414856,0.17897391319274902,0.0,-0.613099217414856,0.17897391319274902,0.0,-0.5605567097663879,0.17897391319274902,0.0,-0.5605567097663879,0.17897391319274902,0.0,-0.5081090331077576,0.17897391319274902,0.0,-0.0820259228348732,0.09715559333562851
9,0,9,-1.1277699403962,False,False,0.4804295599460602,0.10670739412307739,0.4655594229698181,0.2206842303276062,-0.49740973114967346,0.5364016890525818,1.853257417678833,1.96735680103302,-0.4034886658191681,0.17897391319274902,1.045302391052246,0.0,-0.036051273345947266,0.0,0.5742476582527161,0.04567820578813553,0.0,0.5742476582527161,0.04567820578813553,0.0,0.537457287311554,0.0603235624730587,0.0,0.537457287311554,0.0603235624730587,0.0,0.5053000450134277,0.07988730818033218,0.0,-0.5605567097663879,0.17897391319274902,0.0,-0.5605567097663879,0.17897391319274902,0.0,-0.5081090331077576,0.17897391319274902,0.0,-0.5081090331077576,0.17897391319274902,0.0,-0.45575377345085144,0.17897391319274902,0.0,-0.039740610867738724,0.14079691469669342
10,0,10,-1.1238780406616249,False,False,0.4534410536289215,0.13045689463615417,0.374904602766037,0.16943183541297913,-0.5397700667381287,0.47498998045921326,2.9147071838378906,2.9025344848632812,-0.35131141543388367,0.17897391319274902,1.043544888496399,0.0,-0.03515005111694336,0.0,0.537457287311554,0.0603235624730587,0.0,0.537457287311554,0.0603235624730587,0.0,0.5053000450134277,0.07988730818033218,0.0,0.5053000450134277,0.07988730818033218,0.0,0.4804295599460602,0.10670739412307739,0.0,-0.5081090331077576,0.17897391319274902,0.0,-0.5081090331077576,0.17897391319274902,0.0,-0.45575377345085144,0.17897391319274902,0.0,-0.45575377345085144,0.17897391319274902,0.0,-0.4034886658191681,0.17897391319274902,0.0,-0.1055249571800232,0.06272444128990173
11,0,11,-1.0116588063571013,False,False,0.4274677038192749,0.14060793817043304,0.35393422842025757,0.027306385338306427,-0.5194670557975769,0.20302096009254456,-0.847206711769104,-1.2282341718673706,-0.29921984672546387,0.17897391319274902,1.0418312549591064,0.0,-0.03427267074584961,0.0,0.5053000450134277,0.07988730818033218,0.0,0.5053000450134277,0.07988730818033218,0.0,0.4804295599460602,0.10670739412307739,0.0,0.4804295599460602,0.10670739412307739,0.0,0.4534410536289215,0.13045689463615417,0.0,-0.45575377345085144,0.17897391319274902,0.0,-0.45575377345085144,0.17897391319274902,0.0,-0.4034886658191681,0.17897391319274902,0.0,-0.4034886658191681,0.17897391319274902,0.0,-0.35131141543388367,0.17897391319274902,0.0,-0.09950683265924454,-0.10315050929784775
12,0,12,-1.0019828119635439,False,False,0.4110901951789856,0.14043669402599335,0.49821776151657104,-0.028514191508293152,-0.32755035161972046,-0.0034248577430844307,0.40606021881103516,-5.439380645751953,-0.24721182882785797,0.17897391319274902,1.0401604175567627,0.0,-0.033416748046875,0.0,0.4804295599460602,0.10670739412307739,0.0,0.4804295599460602,0.10670739412307739,0.0,0.4534410536289215,0.13045689463615417,0.0,0.4534410536289215,0.13045689463615417,0.0,0.4274677038192749,0.14060793817043304,0.0,-0.4034886658191681,0.17897391319274902,0.0,-0.4034886658191681,0.17897391319274902,0.0,-0.35131141543388367,0.17897391319274902,0.0,-0.35131141543388367,0.17897391319274902,0.0,-0.29921984672546387,0.17897391319274902,0.0,0.07075006514787674,-0.1691221296787262
13,0,13,14.884919712255973,False,False,0.40546539425849915,0.13388048112392426,0.5128564834594727,0.03614521771669388,-0.11249598115682602,-0.13112428784370422,3.838334083557129,-4.128916263580322,-0.19528526067733765,0.17897391319274902,1.0385314226150513,0.0,-0.032579898834228516,0.0,0.4534410536289215,0.13045689463615417,0.0,0.4534410536289215,0.13045689463615417,0.0,0.4274677038192749,0.14060793817043304,0.0,0.4274677038192749,0.14060793817043304,0.0,0.4110901951789856,0.14043669402599335,0.0,-0.35131141543388367,0.17897391319274902,0.0,-0.35131141543388367,0.17897391319274902,0.0,-0.29921984672546387,0.17897391319274902,0.0,-0.29921984672546387,0.17897391319274902,0.0,-0.24721182882785797,0.17897391319274902,0.0,0.10176631063222885,-0.10429147630929947
14,0,14,14.988668376904043,False,False,0.39923617243766785,0.13450771570205688,0.3804035186767578,0.17990395426750183,-0.1245841458439827,0.012544672936201096,4.301087379455566,-2.5539886951446533,-0.14343810081481934,0.17897391319274902,1.0369431972503662,0.0,-0.03176450729370117,0.0,0.4274677038192749,0.14060793817043304,0.0,0.4274677038192749,0.14060793817043304,0.0,0.4110901951789856,0.14043669402599335,0.0,0.4110901951789856,0.14043669402599335,0.0,0.40546539425849915,0.13388048112392426,0.0,-0.29921984672546387,0.17897391319274902,0.0,-0.29921984672546387,0.17897391319274902,0.0,-0.24721182882785797,0.17897391319274902,0.0,-0.24721182882785797,0.17897391319274902,0.0,-0.19528526067733765,0.17897391319274902,0.0,-0.025061873719096184,0.04602346569299698
15,0,15,14.96082483552689,False,False,0.40050050616264343,0.12686167657375336,0.47152596712112427,0.030082225799560547,0.02528662420809269,-0.15292078256607056,-0.24176329374313354,2.8733792304992676,-0.09166836738586426,0.17897391319274902,1.0353946685791016,0.0,-0.03097057342529297,0.0,0.4110901951789856,0.14043669402599335,0.0,0.4110901951789856,0.14043669402599335,0.0,0.40546539425849915,0.13388048112392426,0.0,0.40546539425849915,0.13388048112392426,0.0,0.39923617243766785,0.13450771570205688,0.0,-0.24721182882785797,0.17897391319274902,0.0,-0.24721182882785797,0.17897391319274902,0.0,-0.19528526067733765,0.17897391319274902,0.0,-0.19528526067733765,0.17897391319274902,0.0,-0.14343810081481934,0.17897391319274902,0.0,0.07228978723287582,-0.10442548990249634
16,0,16,14.990573100121376,False,False,0.398505836725235,0.1198117807507515,0.37375354766845703,0.10631641000509262,-0.03989354148507118,-0.14099791646003723,2.99741530418396,-3.3093090057373047,-0.03997412696480751,0.17897391319274902,1.0338847637176514,0.0,-0.030198097229003906,0.0,0.40546539425849915,0.13388048112392426,0.0,0.40546539425849915,0.13388048112392426,0.0,0.39923617243766785,0.13450771570205688,0.0,0.39923617243766785,0.13450771570205688,0.0,0.40050050616264343,0.12686167657375336,0.0,-0.19528526067733765,0.17897391319274902,0.0,-0.19528526067733765,0.17897391319274902,0.0,-0.14343810081481934,0.17897391319274902,0.0,-0.14343810081481934,0.17897391319274902,0.0,-0.09166836738586426,0.17897391319274902,0.0,-0.026746949180960655,-0.020545264706015587
17,0,17,-0.05277979013686599,False,False,0.3981195092201233,0.12422166764736176,0.41655606031417847,0.28083503246307373,-0.007726500742137432,0.08819770067930222,-1.3036032915115356,0.2384573221206665,0.011646505445241928,0.17897391319274902,1.0324126482009888,0.0,-0.029442310333251953,0.0,0.39923617243766785,0.13450771570205688,0.0,0.39923617243766785,0.13450771570205688,0.0,0.40050050616264343,0.12686167657375336,0.0,0.40050050616264343,0.12686167657375336,0.0,0.398505836725235,0.1198117807507515,0.0,-0.14343810081481934,0.17897391319274902,0.0,-0.14343810081481934,0.17897391319274902,0.0,-0.09166836738586426,0.17897391319274902,0.0,-0.09166836738586426,0.17897391319274902,0.0,-0.03997412696480751,0.17897391319274902,0.0,0.018050238490104675,0.16102324426174164
18,0,18,-0.11686613362847505,False,False,0.4060332775115967,0.13444994390010834,0.48524025082588196,0.202142134308815,0.15827535092830658,0.20456549525260925,0.6433408260345459,4.583912372589111,0.0631953775882721,0.17897391319274902,1.0309773683547974,0.0,-0.028705596923828125,0.0,0.40050050616264343,0.12686167657375336,0.0,0.40050050616264343,0.12686167657375336,0.0,0.398505836725235,0.1198117807507515,0.0,0.398505836725235,0.1198117807507515,0.0,0.3981195092201233,0.12422166764736176,0.0,-0.09166836738586426,0.17897391319274902,0.0,-0.09166836738586426,0.17897391319274902,0.0,-0.03997412696480751,0.17897391319274902,0.0,-0.03997412696480751,0.17897391319274902,0.0,0.011646505445241928,0.17897391319274902,0.0,0.08712073415517807,0.07792046666145325
19,0,19,-0.021968022241954127,False,False,0.4059715270996094,0.15113389492034912,0.28388041257858276,0.31730759143829346,-0.0012348704040050507,0.3336789011955261,3.3200371265411377,2.3273558616638184,0.11467427760362625,0.17897391319274902,1.0295779705047607,0.0,-0.027987957000732422,0.0,0.398505836725235,0.1198117807507515,0.0,0.398505836725235,0.1198117807507515,0.0,0.3981195092201233,0.12422166764736176,0.0,0.3981195092201233,0.12422166764736176,0.0,0.4060332775115967,0.13444994390010834,0.0,-0.03997412696480751,0.17897391319274902,0.0,-0.03997412696480751,0.17897391319274902,0.0,0.011646505445241928,0.17897391319274902,0.0,0.011646505445241928,0.17897391319274902,0.0,0.0631953775882721,0.17897391319274902,0.0,-0.12215287983417511,0.1828576624393463
